rate0 rate1 rate2 loglikelihood
2.63967611e-02 2.84435310e-04 2.96480112e-05 -120806.85520334213
2.48963409e-02 2.83175728e-04 1.76235209e-05 -120802.32680600879
2.90358002e-02 8.31847322e-04 4.30413914e-05 -121093.38726883107
2.47361196e-02 3.88716033e-04 3.85159903e-05 -120860.22857986226
2.55250711e-02 2.05955780e-04 1.26097137e-05 -120692.93944163596
2.74682289e-02 1.17981833e-04 3.46968193e-05 -120504.0541476444
2.55011484e-02 3.77606545e-04 5.01490514e-05 -120863.81098977455
0.0276784 0.00010616 0.00028869 -121216.41688310982
3.04548095e-02 1.89211318e-04 4.89511407e-05 -120825.28574717857
2.73926056e-02 7.33271839e-04 2.98255703e-05 -120990.07091434424
2.27019394e-02 5.35110455e-04 3.34397986e-05 -120983.98428036846
2.75522652e-02 1.08656490e-04 6.41320704e-06 -120136.26306369864
2.62674610e-02 6.02326802e-04 3.34124280e-05 -120918.16987239766
2.54812227e-02 3.77895899e-04 4.98460606e-05 -120863.6869624721
2.55505102e-02 2.67099009e-04 4.72974601e-05 -120865.42232036236
0.02711729 0.00015692 0.00015281 -121024.59090398377
0.01931847 0.00018191 0.00010092 -121283.00265275879
2.64640400e-02 2.74100577e-04 2.26864419e-05 -120790.11937031876
2.74252747e-02 2.36195978e-03 1.25229476e-05 -121464.61815377299
2.37701230e-02 4.02743907e-04 2.38270051e-05 -120857.93568869011
2.74397312e-02 1.21144172e-04 4.42881417e-05 -120593.06699309096
2.65949118e-02 1.79845193e-03 2.02252276e-05 -121446.28133511054
2.42621679e-02 3.22933053e-04 4.40168119e-05 -120880.76507972907
2.38338717e-02 4.24005521e-04 2.09162458e-05 -120853.40717999566
2.86589439e-02 6.85499919e-06 2.26806072e-04 -123483.77767832343
2.79519938e-02 1.54983521e-04 2.05097167e-05 -120515.67403622631
2.87937929e-02 4.43180235e-04 4.76886407e-05 -120844.05210380905
0.02713263 0.00015568 0.00015343 -121024.2308890972
2.54310009e-02 2.03828579e-04 1.43278788e-05 -120700.50921271957
2.74990571e-02 4.33198404e-04 6.08070163e-06 -120725.72822221674
2.48391150e-02 9.81637327e-04 4.43528722e-05 -121233.34159369551
2.77918769e-02 4.19453502e-04 4.08502641e-05 -120823.87746252817
2.23427976e-02 1.55004177e-04 6.62081296e-05 -120930.97290715257
2.40596168e-02 2.94348920e-04 4.07705978e-05 -120883.72126656576
2.73848444e-02 1.99489777e-03 1.86495971e-05 -121461.67730864575
2.51009520e-02 3.16547134e-04 1.59741880e-05 -120786.8890581946
0.02641304 0.00015452 0.00013687 -120999.31691564126
2.64473280e-02 1.53183924e-04 3.20921624e-05 -120621.6853846126
2.70217424e-02 7.87116021e-04 4.46882433e-05 -121067.60374017776
2.77505267e-02 3.03849166e-04 2.92174520e-05 -120788.26601733618
2.63927726e-02 2.35993360e-03 7.30263866e-06 -121446.49169972344
2.55553809e-02 2.04200209e-04 1.68511297e-05 -120716.88493848023
2.56214237e-02 3.24371364e-04 3.35590089e-05 -120822.76295946694
2.63297660e-02 3.10658098e-04 2.21161203e-05 -120782.61534836858
2.46342790e-02 2.24664941e-04 9.71004968e-06 -120737.32188989449
2.65058959e-02 7.04912629e-04 3.33583290e-05 -120986.62288621093
2.76227782e-02 3.05080521e-04 2.94779502e-05 -120789.43675571679
2.63916791e-02 2.47894562e-03 3.10830343e-07 -121423.00729617591
2.64257127e-02 3.08800604e-04 2.05661542e-05 -120777.0830389555
2.64080893e-02 9.43008223e-05 1.82266993e-04 -121076.55399143834
1.89706939e-02 1.24885817e-05 8.40120119e-05 -123042.82163740207
2.79537204e-02 1.54196304e-04 2.04626808e-05 -120511.18128240264
2.74264801e-02 1.31003548e-04 7.99345200e-06 -120237.51158224513
2.67450016e-02 2.42389967e-04 2.72498866e-05 -120800.87290263301
2.84855454e-02 1.15859601e-04 2.69733419e-05 -120417.9294026186
2.63918759e-02 2.45752923e-03 1.56901629e-06 -121427.9230012007
0.02633783 0.00013462 0.0001617 -121022.43728243679
2.50082129e-02 1.31290461e-04 3.56141579e-05 -120586.37375263941
2.79192901e-02 1.50290637e-04 1.92577447e-05 -120478.44753542426
2.60991626e-02 5.12470213e-04 2.86964906e-05 -120854.4553418792
2.63661037e-02 3.01993818e-04 2.00395571e-05 -120777.545537994
2.63479789e-02 1.86823328e-04 1.48946829e-05 -120627.48091640863
2.72968260e-02 1.18940956e-04 3.56638903e-05 -120516.31788114528
2.43462375e-02 8.61277455e-04 3.77867406e-05 -121152.15567069485
2.71706546e-02 1.21694504e-04 3.02407113e-05 -120472.32211501992
2.63944628e-02 2.17599305e-03 1.81089184e-05 -121470.07321647787
2.63925624e-02 1.64689080e-04 9.84809103e-05 -120931.6131481023
2.87943612e-02 1.29945399e-04 2.16875557e-05 -120405.5504614264
2.66047649e-02 3.01034886e-04 2.75640005e-05 -120795.07603201743
2.64199372e-02 2.99737965e-04 2.01447766e-05 -120777.52374927665
2.42708201e-02 1.13500226e-04 2.12731534e-06 -120130.93995888942
2.84952086e-02 1.34272848e-04 3.12524409e-05 -120521.441424079
2.66194804e-02 2.98047071e-04 2.72355092e-05 -120794.65069610301
2.64110313e-02 2.44977521e-04 5.50724852e-05 -120874.34856643151
2.59466338e-02 1.53930670e-04 7.82301844e-05 -120862.96937241922
2.70190108e-02 2.03394832e-04 1.31125134e-05 -120670.63474087715
2.66048570e-02 4.40697896e-04 2.73814190e-05 -120810.30912319706
2.88503290e-02 8.16909456e-05 2.81080151e-05 -120520.50715725115
2.82491809e-02 1.20601280e-04 1.49833451e-05 -120287.81459751938
0.02736954 0.00018826 0.00014285 -121026.84787861824
2.62900187e-02 9.58740475e-05 1.06658932e-05 -120219.1422381651
2.73559801e-02 5.09533445e-04 5.38113793e-06 -120755.98081162799
2.67694873e-02 5.61909084e-04 3.36445222e-05 -120885.99905794293
2.66609514e-02 1.14838205e-04 1.62172644e-05 -120296.8840877805
0.02580516 0.00017785 0.00010607 -120972.61978317084
2.39975571e-02 1.15885619e-04 9.71769181e-07 -120127.06363197854
2.66714125e-02 6.86232023e-05 1.34378781e-05 -120514.57176972038
2.64095605e-02 2.83455174e-04 1.93876898e-05 -120778.97452128993
2.71343603e-02 1.36738318e-04 4.56054675e-05 -120650.72161733877
2.67820766e-02 1.30373590e-04 4.08623452e-05 -120597.91790238426
2.67356816e-02 2.91598255e-04 3.12350738e-05 -120804.66803465864
2.61607276e-02 1.50831660e-04 7.23494101e-05 -120833.09422109465
2.61433376e-02 5.86377675e-06 3.28886737e-06 -123329.39906422091
2.66449188e-02 2.07973360e-04 1.94081325e-05 -120728.09710700552
2.57379169e-02 4.30994880e-04 2.92069736e-05 -120826.02431348029
2.88485122e-02 1.21266024e-04 1.69584905e-05 -120315.40475462162
2.69994541e-02 1.03058316e-04 8.27570543e-06 -120165.30406974457
2.65524145e-02 3.83260785e-04 2.45971234e-05 -120787.6262858334
2.67676352e-02 3.88961728e-04 3.46866563e-05 -120811.25565221404
2.88231578e-02 1.27845632e-04 1.62482315e-05 -120331.91514207283
2.78212667e-02 6.08654924e-05 3.03372487e-06 -120516.82662583515
2.81983755e-02 5.55516612e-04 3.98177029e-05 -120886.17048809172
2.66378181e-02 2.17035365e-04 2.23634371e-05 -120761.08242848936
2.56999297e-02 1.12423542e-04 3.57770884e-06 -120118.81176970185
2.71379379e-02 1.16569006e-04 1.58466864e-05 -120291.99450374261
2.53986267e-02 4.91273414e-04 3.34694966e-05 -120869.27122480303
2.59492022e-02 1.33200731e-04 4.07803297e-05 -120617.452727916
2.78215101e-02 1.15203506e-04 1.40408769e-05 -120260.16916706233
2.67313504e-02 1.24333714e-04 2.51039457e-05 -120431.14527838863
2.62218705e-02 1.89801875e-03 1.11277405e-06 -121395.70457144648
2.64669222e-02 2.90971707e-04 2.09153450e-05 -120780.9842847911
2.61785560e-02 1.08081586e-04 2.05146960e-05 -120347.262891585
2.74918309e-02 1.09581790e-04 7.70882224e-06 -120158.16629943241
2.62758080e-02 5.09248379e-04 2.87309086e-05 -120849.9477759049
2.60283781e-02 1.32439667e-04 3.96495754e-05 -120604.80766117538
2.67436768e-02 1.01599816e-04 1.16656302e-05 -120219.40967002297
2.63873669e-02 1.13961157e-03 1.28708896e-05 -121225.24194235637
2.76062973e-02 2.24828074e-05 9.74378493e-06 -122048.45290901432
2.78227033e-02 1.15218565e-04 1.40435063e-05 -120260.23885281233
2.68663142e-02 1.71134016e-04 1.93860460e-05 -120590.72691141603
2.62706981e-02 1.67426030e-03 4.58185742e-06 -121381.38694027906
2.61502856e-02 2.34277571e-04 1.41192176e-05 -120750.13829133309
2.75465019e-02 1.31366727e-04 1.55864107e-05 -120342.07850614065
2.66852275e-02 1.15263941e-04 1.19841956e-05 -120240.07137468083
2.65984423e-02 2.57109163e-03 5.15845540e-06 -121446.34964365301
2.63284992e-02 3.00303246e-04 1.87627663e-05 -120774.58793519225
2.58889196e-02 1.33778124e-04 4.16397284e-05 -120626.90632389991
2.60408152e-02 1.13406241e-04 6.48611863e-06 -120162.0443841534
2.85054084e-02 1.18308724e-04 3.20193310e-06 -120105.73230171752
2.66013007e-02 4.01372446e-04 2.58709064e-05 -120794.1834710186
2.69165004e-02 1.66708309e-04 1.97551959e-05 -120572.44908248434
2.63864740e-02 9.70914417e-05 1.08784540e-05 -120218.17397045868
2.85415576e-02 1.13404564e-04 2.80591641e-06 -120084.8044509212
2.70601912e-02 1.72252690e-04 1.65364514e-05 -120567.68653447635
2.61272708e-02 2.15051673e-04 1.89390739e-05 -120746.2131394756
2.67684082e-02 1.26834596e-04 2.88006014e-05 -120478.25185617528
2.55509957e-02 1.11994198e-04 2.30701550e-06 -120099.70656105073
2.80788353e-02 1.15208348e-04 1.45072132e-05 -120265.65364653217
2.61675767e-02 5.43181270e-04 3.07062094e-05 -120875.79930023079
2.67066506e-02 3.18844580e-04 2.57954551e-05 -120786.4575723301
2.86783867e-02 1.13469094e-04 2.82874294e-06 -120085.34987343795
2.74782038e-02 6.34040669e-04 4.52038291e-05 -120953.8173179364
2.59837094e-02 2.80384735e-04 2.34035020e-05 -120797.73300268542
2.61181233e-02 9.51738499e-05 1.18209615e-05 -120240.86081312003
2.67678618e-02 1.82872031e-04 1.90127686e-05 -120640.93901570085
2.65239114e-02 1.44114513e-04 1.39949860e-05 -120394.83911586627
2.68450466e-02 1.30193717e-03 4.16365603e-06 -121269.8290929846
2.68267754e-02 5.75415542e-05 2.99364908e-05 -120960.02211549295
2.55131110e-02 1.10481553e-04 1.94981966e-06 -120091.43900850015
2.74414364e-02 5.78015522e-04 1.01905587e-05 -120818.84223256467
2.62429903e-02 8.83636550e-05 1.03473946e-05 -120246.23769729506
2.78169325e-02 1.19497313e-04 1.45427846e-05 -120279.54701524277
2.64986614e-02 4.47076078e-04 2.35510283e-05 -120803.82416428343
2.72910902e-02 1.54981984e-04 1.57815539e-05 -120467.50522844782
2.67212710e-02 1.20277681e-04 1.92709990e-05 -120350.33361791805
2.68163410e-02 1.22651658e-03 4.58398703e-06 -121236.96546891255
2.72260740e-02 6.38622425e-05 3.58400956e-05 -120868.218027485
2.71041717e-02 1.06149742e-04 1.24600615e-05 -120227.51161612938
2.66550848e-02 1.76087495e-04 1.48467781e-05 -120573.74529568832
2.74144984e-02 1.16053153e-04 1.93935241e-05 -120333.96720774272
2.64227714e-02 5.37172206e-04 2.20741234e-05 -120844.8532690275
2.73549035e-02 1.59065688e-04 1.61274274e-05 -120492.84969874108
2.70686430e-02 1.88941040e-03 8.89573743e-07 -121393.31595721845
2.56864557e-02 2.75705464e-04 1.21587651e-05 -120766.75368764598
2.68769511e-02 1.35287377e-04 3.38939411e-05 -120557.21050721164
2.77990965e-02 1.16608619e-04 1.41116711e-05 -120265.00623808034
2.72791753e-02 1.58664143e-04 1.59237498e-05 -120488.9308396937
2.69952402e-02 1.69655321e-03 1.96439771e-06 -121373.04364362528
2.64423903e-02 2.44004990e-04 1.00596813e-05 -120735.0957460233
2.79848894e-02 1.34221021e-04 9.30373868e-06 -120269.75484355641
2.64936000e-02 4.53084931e-04 2.34525279e-05 -120805.98877508858
2.69176648e-02 1.30501639e-04 1.34410397e-05 -120315.09944256779
2.61574029e-02 2.59281639e-04 1.83113457e-05 -120781.6920523505
2.71637268e-02 8.51748588e-05 1.88245274e-05 -120380.90365703456
2.76652447e-02 2.42039588e-04 1.32025666e-05 -120740.07841938602
2.66857791e-02 1.15340671e-04 1.20957127e-05 -120241.84078049893
2.69528131e-02 9.18491615e-04 7.80285665e-06 -121060.29293368384
2.51924188e-02 2.63303377e-04 2.14753900e-05 -120810.09738587089
2.68325858e-02 4.02351347e-04 2.14928529e-05 -120779.32706043981
2.74058862e-02 1.09957780e-04 1.31249568e-05 -120238.83958989383
2.65221754e-02 4.44278912e-04 2.74688634e-05 -120813.03311408877
2.70469941e-02 1.38979975e-04 1.42516355e-05 -120365.91970939816
2.78862114e-02 1.09824863e-04 1.59608456e-05 -120275.20381800373
2.65022936e-02 2.65072591e-04 1.02494763e-05 -120745.34843673921
3.00950904e-02 1.14806247e-04 3.22212854e-06 -120100.40586987376
2.67295806e-02 6.20086652e-04 1.71660926e-05 -120878.2121150436
2.75523591e-02 1.18801950e-04 1.94076247e-05 -120340.8153621333
2.63093447e-02 1.38988005e-04 4.00890176e-05 -120627.81029642391
2.65527589e-02 1.63241039e-03 3.10355152e-06 -121366.76142075632
2.66822579e-02 1.69435333e-04 1.64154378e-05 -120555.60575676161
2.71506958e-02 1.31814743e-04 3.69777250e-05 -120568.0495402524
2.42429144e-02 8.17738982e-05 1.84071156e-05 -120457.17828462932
2.64296875e-02 3.51049415e-04 2.19227971e-05 -120778.46844744109
2.69795095e-02 1.34555943e-04 1.38286632e-05 -120338.88547756842
2.82413081e-02 1.64163902e-03 1.30411683e-05 -121407.76315315964
2.62313652e-02 5.13590354e-04 4.86984607e-06 -120768.20843612083
2.70804952e-02 1.05850912e-04 1.24078849e-05 -120226.7889979668
2.82901599e-02 1.54486162e-04 6.12523703e-06 -120337.72763429952
2.66861957e-02 1.18170304e-04 1.19690660e-05 -120248.36920463128
2.66622131e-02 1.13939543e-04 1.70535234e-05 -120305.74088453154
2.79543287e-02 1.42283851e-04 5.41674147e-05 -120716.0384813383
2.6440521e-02 4.1471599e-04 2.4691584e-05 -120796.8508004276
2.64152697e-02 9.75665366e-05 1.02921841e-05 -120207.9514959227
2.54041736e-02 1.64097008e-03 1.22669430e-05 -121408.40960142312
2.68051789e-02 1.23228776e-04 1.56004822e-05 -120313.64252473875
2.61152390e-02 8.05185563e-05 4.80425540e-06 -120220.84362672889
2.69749366e-02 2.68838969e-04 1.27964821e-05 -120751.58029793014
2.68200178e-02 3.48396170e-04 2.29239487e-05 -120776.0070981753
2.65902882e-02 1.03513779e-04 1.53466089e-05 -120272.71258140054
2.63875374e-02 1.03341260e-04 1.11502515e-05 -120215.15755735054
2.72363804e-02 8.58117766e-05 1.78850887e-05 -120362.79343354065
2.67036877e-02 1.16634366e-04 1.66319936e-05 -120306.4474407531
2.64430884e-02 3.46000487e-04 2.17268738e-05 -120777.57653336212
2.69052601e-02 1.55661199e-04 1.48732845e-05 -120463.72719454305
2.69107779e-02 1.18602794e-03 6.28679630e-06 -121223.01773166354
2.65542721e-02 1.13625991e-04 1.88770853e-05 -120329.66805130754
2.62729977e-02 4.60589462e-04 1.80284370e-05 -120796.38927214159
2.67658265e-02 1.20547706e-04 1.24893652e-05 -120262.743439786
2.69195354e-02 7.75628956e-04 1.15921159e-05 -120969.7316075834
2.63353606e-02 1.27175131e-04 2.07610358e-05 -120397.65602030297
2.69299211e-02 1.05305585e-04 1.21346114e-05 -120223.90646944763
2.83549799e-02 1.47112138e-04 5.56295722e-06 -120285.15671858072
2.64346557e-02 9.35297710e-05 9.69236018e-06 -120209.60702416852
2.55429213e-02 1.10721093e-04 2.20062401e-06 -120095.4512635286
2.68251919e-02 1.10549966e-04 1.42165639e-05 -120259.60098387967
2.65604298e-02 3.33793812e-04 2.07348214e-05 -120773.23885228162
2.64246726e-02 9.56085599e-05 1.00012479e-05 -120208.00201074228
2.69183457e-02 7.70558638e-04 1.15990606e-05 -120965.97520071368
2.73003188e-02 1.33763916e-04 4.01781577e-05 -120599.76291195436
2.63670609e-02 7.60476084e-05 1.00151028e-05 -120353.0593198342
2.84583243e-02 1.12441632e-04 3.99998210e-06 -120102.02436821416
2.72245458e-02 1.24233728e-04 1.63487349e-05 -120323.42019161205
2.71262615e-02 1.18818196e-04 2.18431670e-05 -120373.03334355782
2.69274249e-02 1.05638323e-04 1.23921896e-05 -120227.78506423501
2.65967177e-02 1.01633159e-04 1.33511781e-05 -120245.46890663746
2.70591351e-02 4.40129158e-04 2.96797384e-05 -120810.54990764344
2.66474491e-02 1.19596488e-04 1.14934134e-05 -120246.83139355862
2.68845943e-02 6.25654253e-04 1.54711836e-05 -120874.66354365174
2.67593138e-02 1.35884425e-04 2.84479043e-05 -120510.83725719678
2.56931463e-02 1.11928221e-04 3.46452128e-06 -120115.96249189696
2.83308661e-02 1.49620622e-04 5.76682502e-06 -120303.1207925189
2.64611015e-02 9.63077249e-05 1.01550655e-05 -120208.10207599412
2.67103102e-02 1.35267967e-04 1.65895000e-05 -120379.62582429982
2.71545191e-02 1.06732082e-04 8.36419114e-06 -120166.86753011378
2.61974423e-02 5.58260179e-04 2.91836501e-05 -120880.42218564385
2.64608271e-02 1.20159532e-04 1.22896063e-05 -120262.02560813335
2.66667262e-02 1.10809070e-04 9.68256704e-06 -120196.87090220752
2.67328713e-02 1.24708092e-04 2.37158746e-05 -120417.18788046998
2.59513369e-02 1.10605968e-04 4.88727222e-06 -120131.9555043341
2.67976326e-02 1.11998363e-04 1.18343227e-05 -120229.10221485127
2.79977944e-02 1.12569145e-04 5.14755352e-06 -120121.68936597511
2.69059735e-02 6.76175652e-04 1.60392165e-05 -120911.93557820636
2.57037925e-02 1.09784946e-04 3.32054046e-06 -120109.16859135099
2.75357799e-02 1.12463692e-04 7.37951727e-06 -120158.47264660611
2.66070362e-02 4.45226115e-04 2.56990134e-05 -120807.50225104121
2.69381742e-02 7.39991487e-04 1.63699096e-05 -120959.55570801273
2.79002631e-02 1.38323836e-04 4.45474374e-05 -120644.70167834332
2.72601449e-02 1.06847385e-04 1.03770595e-05 -120196.47139024374
2.66830053e-02 1.19310992e-04 1.13287511e-05 -120243.15700607494
2.64532324e-02 9.64253786e-05 1.00869556e-05 -120206.87215848178
2.69362122e-02 1.11322154e-04 8.96841136e-06 -120184.53940470632
2.54007372e-02 6.82703961e-05 8.41934044e-07 -120348.8632307272
2.80105824e-02 1.15424231e-04 5.67348327e-06 -120137.40951919134
2.66483814e-02 5.28546120e-04 2.94710143e-05 -120857.13573149634
2.73844515e-02 1.25147413e-04 7.93032332e-06 -120210.18979328292
2.64969052e-02 1.28306589e-04 2.85169532e-05 -120483.82884291079
2.75358205e-02 1.03039235e-04 1.15758576e-05 -120211.22075976581
2.65602771e-02 1.20296430e-04 1.18971106e-05 -120255.88309748529
2.64243587e-02 3.24898204e-05 7.21893631e-06 -121612.10024444168
2.74109763e-02 4.75355346e-04 1.17613045e-05 -120767.99465459069
2.53079163e-02 1.10280471e-04 1.39899042e-06 -120086.14679806073
2.86102451e-02 1.13862739e-04 3.56031383e-06 -120098.28302365693
2.59405422e-02 1.25272553e-04 1.47671282e-05 -120321.86167760307
2.61322387e-02 9.22794530e-05 9.97155081e-06 -120222.67388619705
2.67614982e-02 2.14756785e-04 1.44390151e-05 -120712.61892380334
2.67419102e-02 1.25686386e-04 2.59612008e-05 -120445.03479656842
2.90758613e-02 1.03654363e-04 1.87273251e-05 -120307.95029603818
2.83757795e-02 1.05718967e-04 3.48944479e-06 -120083.37886127985
2.65714012e-02 3.14595994e-04 1.98929076e-05 -120772.29822229876
2.78320965e-02 7.98256210e-04 1.42386270e-05 -120990.35413479524
2.61082628e-02 1.18383952e-04 1.39335895e-05 -120283.30998261675
2.82171131e-02 1.11315428e-04 5.28378182e-06 -120120.57837807522
2.69394111e-02 1.13773786e-04 1.09059431e-05 -120218.39769234399
2.55131590e-02 1.16861063e-04 1.43845258e-05 -120294.74516556927
2.71307672e-02 1.09641358e-04 1.05904006e-05 -120203.94731985666
2.80771078e-02 9.80696363e-05 4.14155380e-06 -120097.71623692998
2.63971526e-02 4.09683098e-04 2.41481364e-05 -120794.59891807186
2.77551375e-02 7.39247552e-04 1.23855709e-05 -120939.57494248536
2.63112627e-02 1.20439319e-04 1.71128652e-05 -120328.80212135977
2.74434844e-02 1.09215382e-04 1.04429744e-05 -120198.97746680892
2.91721701e-02 1.14077600e-04 1.08858082e-06 -120059.45734019754
2.67390489e-02 2.21182157e-04 1.48725906e-05 -120728.2467937342
2.71196240e-02 1.12763194e-04 9.97543741e-06 -120200.96495180146
2.63113389e-02 1.05457419e-04 1.16691600e-05 -120224.07417518897
2.73113751e-02 4.37678718e-04 1.22224970e-05 -120755.23465681405
2.68175453e-02 1.10389805e-04 8.31686842e-06 -120174.07394053505
2.56537716e-02 1.10305519e-04 2.98387288e-06 -120105.48354700895
2.73418861e-02 1.03406148e-04 1.06106838e-05 -120198.05688670438
2.66920739e-02 2.34564476e-04 1.54770538e-05 -120750.92724751927
2.72268860e-02 2.94514937e-04 1.12324011e-05 -120740.00612289691
2.61878607e-02 1.17586746e-04 1.36878243e-05 -120276.39257791052
2.83425984e-02 1.05370711e-04 3.58947505e-06 -120084.8136469194
2.77015938e-02 1.13560712e-04 1.27304254e-05 -120238.60676953297
2.64908821e-02 9.69116586e-05 1.01004915e-05 -120205.49940632432
2.66989670e-02 1.11338866e-04 7.76491601e-06 -120168.69240351503
2.78193530e-02 1.06281770e-04 6.92466568e-06 -120140.35489179261
2.92014594e-02 1.14188355e-04 9.46295629e-07 -120057.58110380018
2.66246241e-02 8.77864725e-05 8.51718120e-06 -120216.40312139351
2.77753990e-02 3.87917296e-04 9.93615579e-06 -120729.4292374547
2.67079384e-02 2.06147049e-04 1.24587775e-05 -120677.0514205585
2.70174248e-02 1.05929554e-04 1.15561757e-05 -120215.0300450531
2.54629430e-02 3.11205072e-04 2.37476614e-05 -120802.51754646418
2.68088675e-02 1.04928550e-04 1.00372456e-05 -120194.0559295082
2.56983642e-02 1.27564323e-04 1.65653221e-05 -120358.32901333568
3.19793741e-02 1.16976502e-04 6.23312809e-07 -120084.96449770892
2.73069309e-02 1.81120908e-04 1.09230805e-05 -120554.24812944356
2.67547092e-02 1.00319225e-04 1.01953435e-05 -120198.48622608448
2.83308681e-02 5.30639506e-04 1.10565763e-05 -120788.85603381968
2.46626990e-02 1.09632877e-04 1.47400860e-06 -120101.23111480587
2.72135637e-02 1.06245748e-04 1.03603125e-05 -120196.0908202728
2.83776858e-02 1.05738521e-04 3.48357329e-06 -120083.29520684878
2.68800701e-02 1.03477203e-04 9.61868208e-06 -120186.85144220483
2.65763080e-02 1.12838277e-04 9.18633862e-06 -120194.71716148157
2.68948269e-02 1.07932520e-04 2.47661098e-06 -120076.52784579809
2.72405705e-02 1.77353356e-04 1.10870288e-05 -120536.78163294434
2.67310514e-02 1.04122059e-04 8.83956783e-06 -120176.5276808712
2.72672589e-02 8.47057717e-05 7.03740992e-06 -120208.24370839717
2.68757066e-02 5.60611145e-04 1.56078014e-05 -120832.81925968247
2.62551669e-02 1.29047828e-04 1.35287665e-05 -120317.16237077754
2.58087099e-02 1.08113359e-04 4.01728961e-06 -120116.1239104332
2.72150985e-02 1.10286643e-04 1.04016102e-05 -120201.58247186712
2.67075433e-02 1.09409789e-04 8.05217407e-06 -120169.50717392979
2.73666798e-02 2.02674482e-04 1.42276633e-05 -120674.48678930328
2.62818194e-02 1.06066046e-04 6.49084823e-06 -120146.36702379271
2.85957965e-02 6.19079345e-04 9.72782905e-06 -120839.6646689116
2.66792977e-02 1.15227265e-04 6.90731331e-06 -120165.19194253538
2.56843420e-02 3.18461411e-05 1.48777392e-05 -121698.41166587443
2.66918676e-02 1.11669520e-04 1.23808106e-06 -120064.82185832594
2.76414009e-02 1.07955165e-04 8.33421689e-06 -120164.63946626637
2.67534203e-02 1.00574034e-04 1.01391443e-05 -120197.39448026675
2.6821106e-02 2.2541755e-04 1.2191340e-05 -120719.21838206131
2.67047038e-02 1.09355656e-04 3.09431763e-06 -120090.68712655541
2.71394464e-02 1.07939940e-04 4.39589060e-06 -120105.7999447511
2.63422906e-02 1.05361830e-04 6.95865247e-06 -120152.43279521953
2.67479843e-02 1.22830036e-04 7.41881204e-06 -120198.34223658164
2.73766592e-02 1.09709421e-04 9.30930045e-06 -120183.33858764957
2.87031465e-02 1.12836877e-04 1.27689698e-06 -120058.54171953764
2.74304348e-02 2.15475661e-04 1.58154216e-05 -120718.00772695005
2.66192189e-02 1.04610972e-04 1.09812088e-05 -120209.97340641284
2.84252234e-02 4.98571245e-04 8.40049162e-06 -120760.32612786627
2.58161988e-02 1.28766784e-04 1.60198673e-05 -120354.63963189175
2.74984742e-02 1.06767120e-04 8.62473254e-06 -120168.57216539336
2.61726609e-02 1.07337248e-04 5.64639944e-06 -120135.7325868455
