rate0 rate1 rate2 loglikelihood
0.02066552 0.13012229 0.00080007 -122257.95427625523
0.01717997 0.09103781 0.03806659 -122521.56535286123
0.02285089 0.03005719 0.01348785 -122255.35885633966
0.02211792 0.01477418 0.00771202 -122148.97006172538
0.02373783 0.05767432 0.00751924 -122262.13457192428
0.02989461 0.05069754 0.01686183 -122478.31156396822
0.03401589 0.0072937 0.04387771 -122524.37253899915
0.03160183 0.00216244 0.0167835 -122148.90363599853
0.02107836 0.12838541 0.03616509 -122459.75997056809
0.03494774 0.00123728 0.03792853 -122268.4410414956
0.02431935 0.03611127 0.00669405 -122202.44287363786
0.02295073 0.08357651 0.00267786 -122235.54640850531
0.02514221 0.01079798 0.01363451 -122173.69328200365
0.02094612 0.10396853 0.01559689 -122375.34545912979
0.0211405 0.07917612 0.00894788 -122310.58849253741
0.02958493 0.04850511 0.01438971 -122439.76389286465
0.03600123 0.00094599 0.04458627 -122274.64455163771
0.02131346 0.05682221 0.00292206 -122211.56524979508
0.02414742 0.03644246 0.01106597 -122255.8975563712
0.01953047 0.11836941 0.02472033 -122435.07085406316
0.02391401 0.01154926 0.02079407 -122221.12556420748
0.02009566 0.14089193 0.00060431 -122263.22499354837
0.02265778 0.09330504 0.00121324 -122218.6417123114
0.0281247 0.06335742 0.00423066 -122297.20214172009
0.03385626 0.00153908 0.03103074 -122246.10091405813
0.02289496 0.10872703 0.00440457 -122291.70372982566
0.02653871 0.00896194 0.01636928 -122195.15872839888
0.01611729 0.15010386 0.01505916 -122561.36961958912
0.02964039 0.00270478 0.00438783 -121968.51693767968
0.02300291 0.01210657 0.0261052 -122245.66039223358
0.03181592 0.06689906 0.00493983 -122433.78028612936
0.02314172 0.03484522 0.00803735 -122215.30470085607
0.02122524 0.11177258 0.0035209 -122287.7795135911
0.0244582 0.0840998 0.01003603 -122336.09095578553
0.02378213 0.07196065 0.00163066 -122195.99393172303
0.02767918 0.05975401 0.00448887 -122282.01015722708
0.02894881 0.02316893 0.02003305 -122382.5382341428
0.02339458 0.01186698 0.02382199 -122235.67524616534
0.02188952 0.02671207 0.0063521 -122181.22311520515
0.02161807 0.12231493 0.00385486 -122298.71790150608
0.01979188 0.06671111 0.00265421 -122260.94189361113
0.02328204 0.05477614 0.0034581 -122197.4022956637
0.02294717 0.06738336 0.00796693 -122280.0610483081
0.03062167 0.02738392 0.00611796 -122275.25858642625
0.02693205 0.04524377 0.00733972 -122273.75658634375
0.02933935 0.0032464 0.00500665 -121993.92129670052
0.0227797 0.03919704 0.00702444 -122215.7665632914
0.0302225 0.03057338 0.00304352 -122202.78983153033
0.0327145 0.00657143 0.02847205 -122402.04129711198
0.02379215 0.01176807 0.01990644 -122217.64898281482
0.02156034 0.09822653 0.00058497 -122198.57571798153
0.02467361 0.00897392 0.01461142 -122162.4897312882
0.03116372 0.0365234 0.0106669 -122411.02583519381
0.021746 0.04896019 0.00588586 -122232.29059954232
0.02188751 0.08898134 0.00613034 -122289.46184884539
0.02738635 0.05253968 0.00587697 -122280.63821962205
0.02208173 0.01441878 0.02444512 -122256.67002275283
0.02239046 0.0005289 0.0093348 -121913.17583016887
0.02370073 0.07265111 0.00148311 -122193.1415921828
0.02566711 0.01284121 0.01254024 -122183.83755725586
0.02465878 0.01042501 0.01760678 -122197.66807323946
0.02516412 0.09107741 0.01177547 -122371.9576366296
0.02913841 0.0264147 0.00391434 -122177.91439674508
0.02694449 0.04536626 0.00733425 -122274.28233265055
0.03200211 0.00333042 0.02832457 -122277.57540634144
0.02097297 0.07866661 0.00224796 -122238.13959796223
0.03107382 0.00129394 0.02576573 -122122.84920796817
0.01449688 0.10112376 0.00172214 -122669.24956843577
0.02202138 0.08513682 0.00653788 -122288.84807935423
0.02409735 0.04669156 0.00683519 -122232.26614782923
0.02717147 0.01875046 0.00395323 -122097.80451775798
0.02351613 0.00062807 0.01146483 -121924.83024675556
0.02561419 0.00784526 0.01625067 -122169.11034969962
0.02564063 0.05626478 0.00934465 -122302.86522686594
0.02267178 0.05402308 0.00399004 -122207.03789241558
0.02465535 0.01076088 0.01830009 -122205.01466263575
0.02377473 0.01415798 0.0087267 -122141.00645783804
0.02846568 0.0321558 0.00495876 -122216.11668201207
0.02027471 0.13377487 0.00066737 -122258.97022125054
0.02428643 0.03431534 0.00938679 -122232.30085392922
0.02880648 0.06369876 0.00651629 -122355.25968507022
0.03243792 0.00141412 0.02834691 -122181.07039687852
0.02250242 0.05095706 0.00440266 -122208.23857888186
0.02519533 0.01276582 0.01956342 -122234.25576224399
0.02531051 0.01920227 0.01256075 -122218.06730417386
0.02998589 0.01549875 0.00425617 -122139.06900135177
0.02349854 0.00062652 0.01143154 -121924.63512753315
0.02188844 0.08895447 0.00613319 -122289.45788947819
0.02863475 0.02717581 0.01491472 -122346.46123232428
0.02789949 0.0021823 0.00557572 -121951.13488657374
0.02672373 0.03268096 0.00413747 -122166.99918263295
0.02863867 0.06204655 0.00659001 -122347.7589622701
0.03146344 0.0011849 0.0282439 -122129.75632413571
0.0255394 0.03891899 0.00409438 -122175.31097869661
0.02216785 0.00046209 0.00948669 -121918.00660369798
0.02459902 0.05617101 0.00275887 -122190.67027468789
0.02663497 0.00662037 0.01802968 -122176.8164631015
0.02665303 0.04820457 0.0060984 -122257.28317016267
0.03929197 0.00201798 0.04131636 -122521.70748505065
0.02704328 0.00436006 0.00875438 -122052.53865815785
0.02500696 0.03447951 0.00313626 -122133.65415710777
0.02658416 0.00879427 0.00653071 -122076.38361860317
0.02557198 0.0008092 0.01535498 -121954.23913880163
0.02681789 0.0085963 0.00518614 -122048.83252146759
0.02590334 0.03400232 0.01042468 -122261.97517956774
0.03361376 0.00151771 0.03057187 -122234.7017268114
0.02501479 0.03454478 0.00315034 -122134.285581214
0.02424071 0.00860109 0.0160822 -122168.1828269226
0.02463561 0.05602911 0.00281835 -122191.80950031173
0.02901869 0.00186908 0.01269425 -122042.96944508103
0.02373559 0.0238787 0.00084839 -122002.74613779261
1.99133374e-02 1.46503861e-01 1.02056832e-04 -122169.08940774418
0.02723145 0.02684804 0.00585585 -122185.78942035325
0.02824518 0.00013237 0.00570023 -121906.03799824526
0.02533832 0.04031962 0.00356761 -122167.13379004796
0.02871 0.00856904 0.01773924 -122244.92117960483
0.02418288 0.00692998 0.01674154 -122152.95553987555
0.02273086 0.09700646 0.00199515 -122242.05307033134
0.02662953 0.00862947 0.00601408 -122065.1477114177
0.0271767 0.02646548 0.00604325 -122186.73021712423
0.02925539 0.01303922 0.01656303 -122296.45981522385
0.02341708 0.03196439 0.01375703 -122263.72557570547
0.02481058 0.034906 0.00267223 -122122.98961903587
0.0269306 0.00857645 0.00469068 -122037.83512464716
0.02248749 0.00053745 0.00951841 -121914.14618890607
0.02472588 0.00919162 0.01438454 -122163.05267626859
0.02494696 0.01749996 0.00215169 -122020.24292835183
0.0221364 0.07383085 0.00876587 -122296.61625863079
0.02473875 0.01309979 0.01260446 -122178.5744189063
0.02382108 0.08192234 0.00329846 -122246.23805005667
0.02082699 0.12043525 0.00281357 -122290.94162596768
0.02499196 0.03748234 0.00217292 -122120.24593846194
0.02754626 0.00894537 0.00199054 -121954.75488565204
0.02405135 0.01374852 0.00091004 -121935.1608689632
0.02381203 0.00580192 0.01240859 -122107.0836128886
0.02853768 0.01960257 0.00845425 -122222.24760900486
0.0182961 0.01174473 0.00903237 -122304.86103269276
0.02432309 0.01100181 0.0080057 -122109.70173175205
0.02338461 0.10133882 0.0080843 -122325.70991518068
0.02447859 0.04337624 0.0016163 -122123.46063153364
0.02756726 0.00868055 0.00210201 -121957.37700423092
0.02771827 0.01311813 0.00586939 -122114.6744927996
0.02418883 0.01027427 0.00809803 -122105.91402679832
0.02569518 0.04230517 0.00153256 -122123.45007185127
0.03011724 0.00207631 0.02451302 -122149.37545569686
0.02043703 0.12938419 0.002143 -122294.52674212777
0.02458545 0.02722521 0.00162714 -122056.28061240954
0.02553825 0.00359426 0.00979643 -122038.00848450145
0.02639575 0.04571251 0.00629396 -122248.69707240585
0.02882251 0.00036945 0.00979566 -121839.8224348205
0.02511119 0.00748623 0.0126702 -122131.3648291978
0.02446569 0.02420342 0.00146635 -122034.09371558652
0.02588159 0.00392862 0.00984679 -122047.36982260653
0.02470759 0.06727135 0.0040236 -122239.63994432024
0.02640012 0.0071622 0.0052843 -122031.93072726318
0.02016081 0.14021641 0.00052857 -122254.63006259386
0.02802723 0.01022708 0.00012085 -121758.10769464054
0.02433143 0.02466889 0.00097264 -122011.36034380227
0.02504581 0.00228199 0.01171071 -122018.86724791005
0.03081809 0.0012714 0.02528184 -122112.48970049317
0.02415611 0.01458229 0.00037869 -121874.17143771733
0.02820771 0.00799003 0.00231641 -121967.01317799979
0.02732153 0.02416902 0.00637346 -122184.56826756519
0.02797496 0.00102091 0.01990197 -122012.18002728061
0.02497431 0.00850327 0.01090853 -122124.71818625377
0.02539611 0.01890834 0.00306427 -122058.75245293566
0.02690827 0.00830188 0.00194992 -121939.746520105
0.02417431 0.01562956 0.00044036 -121894.83671010566
0.02080988 0.12131117 0.00212986 -122282.20336156791
0.02739703 0.0241564 0.00650984 -122188.4568830528
0.02826148 0.00080069 0.01648551 -121968.68634217075
0.02533423 0.02075033 0.00074152 -121965.85840749521
0.02690233 0.00350768 0.01337184 -122077.52581765376
0.02633266 0.0398486 0.00411886 -122188.79197268617
0.01924588 0.00038333 0.0055048 -121978.67094033383
0.02770224 0.01059271 0.00014249 -121766.22383373331
0.02691299 0.01448651 0.01208932 -122208.10992249806
0.02828361 0.0070492 0.00323979 -121993.45190367653
0.02703117 0.0313878 0.00324972 -122144.09413836338
0.02333014 0.00342898 0.00990713 -122049.17453223288
0.02307995 0.02955922 0.00126107 -122063.29502503868
0.02574048 0.01246599 0.00875024 -122135.86131491605
0.02108164 0.01804123 0.00058347 -122008.13526003191
0.02634018 0.0092745 0.00608213 -122070.19764452099
0.02253147 0.00077152 0.00910429 -121942.07476920192
0.02491458 0.01811968 0.00012124 -121827.67537381206
0.02900997 0.00045589 0.01759692 -121952.32306323544
0.02856999 0.00127535 0.00941788 -121966.22575608124
0.02095212 0.08528891 0.00397383 -122270.64062136221
0.02694873 0.00735303 0.00431335 -122014.77064107123
0.02588861 0.02379025 0.00474788 -122130.03154358995
0.02820657 0.00038472 0.00975152 -121834.68255597922
0.02493034 0.01232901 0.00312514 -122018.0771080253
1.91097093e-02 1.60001183e-01 1.00195693e-04 -122196.0404811554
0.02496278 0.00183346 0.01207174 -122006.00946473151
0.02280657 0.00384091 0.00722408 -122038.84923621215
2.97895601e-02 8.24437312e-03 3.46653405e-06 -121597.16479833619
0.02242707 0.00056708 0.00928862 -121916.17261313323
2.44000752e-02 8.36929975e-02 5.72675602e-05 -122038.47595235807
0.02645298 0.02707581 0.0074286 -122202.4415275928
0.0261924 0.00048697 0.01408018 -121907.08772425319
0.02339169 0.00849807 0.00425611 -122031.76516428545
0.02514229 0.0028032 0.01129116 -122031.21658939096
0.02925313 0.01038213 0.00065588 -121897.55860763234
0.02612909 0.01058422 0.0051995 -122061.48744727223
0.02243304 0.00082566 0.00917936 -121954.62629442987
0.02467428 0.04380276 0.00591193 -122215.25712877736
0.02472905 0.00208941 0.01168997 -122013.66030917046
0.02913942 0.00684232 0.00254765 -121976.99788476591
0.02490973 0.0336745 0.00263482 -122117.40939127437
0.02782065 0.00883078 0.00876869 -122131.21516369349
0.02616052 0.0103892 0.00533092 -122062.99870439463
0.0245285 0.07826267 0.00043922 -122149.56403807043
0.02478068 0.01718657 0.00060998 -121927.05908674188
0.02592596 0.00140329 0.0113828 -121977.12205187869
0.02456562 0.02495676 0.00160464 -122043.64652548966
0.02609516 0.00905053 0.00623243 -122069.17087073227
0.02490669 0.0180829 0.00012392 -121828.44217398082
0.02456415 0.0254781 0.00159091 -122045.87104696967
0.01967612 0.00055884 0.0059469 -121987.50637967742
0.02476978 0.07560178 0.00099881 -122189.24483586718
0.0254792 0.00913859 0.00817151 -122098.75354348087
2.63200266e-02 4.80267224e-05 1.53722863e-02 -122791.30313829494
0.02610411 0.00775421 0.0048864 -122027.79934844372
2.40235682e-02 1.31679031e-01 1.04545561e-05 -122024.46433022001
0.02541878 0.0120236 0.00346391 -122025.6532752561
0.02257138 0.00256077 0.00869181 -122033.67865838765
0.02733041 0.00389007 0.00724634 -122023.50023401571
0.02545357 0.00903963 0.00355003 -122003.60655370286
0.01940798 0.00056179 0.00561222 -121998.89725645061
0.02510224 0.05781186 0.00645865 -122261.61361269323
0.02745171 0.0157236 0.00072004 -121936.0169356103
0.02614994 0.000633 0.01365031 -121915.56380821408
0.02750922 0.00042012 0.01125019 -121863.92589128972
0.02575221 0.00200084 0.00962379 -121988.8962362671
2.81950409e-02 1.14744082e-02 4.19874198e-05 -121713.11833922713
0.02379495 0.01630186 0.00434347 -122079.82101204681
0.02670883 0.00046075 0.01297032 -121891.25425599542
0.02579723 0.00287928 0.00430295 -121934.38213415079
0.02387668 0.00049206 0.00944128 -121866.56178216949
0.02433725 0.11019824 0.00188561 -122268.1007144727
2.65142888e-02 1.48791262e-02 8.25915456e-05 -121778.82526445689
0.02699079 0.00012128 0.0135421 -122195.58914427299
0.02096918 0.00056413 0.00923296 -121981.00917425423
0.02859318 0.00036509 0.00892064 -121815.33715164015
0.02213256 0.01685888 0.00051347 -121955.18564535925
0.02407167 0.00048681 0.00941976 -121861.27343519378
0.02640734 0.00126062 0.01010379 -121955.4850224066
0.02736751 0.00429239 0.00656105 -122021.30637073504
0.02048215 0.01871568 0.00062339 -122042.85981701707
0.02492971 0.00091089 0.01032812 -121927.13505339285
0.02644668 0.01333057 0.00138113 -121956.77943039215
0.02420098 0.02718316 0.00094229 -122023.97951295374
0.02994833 0.00032862 0.00877105 -121824.95333659012
0.02576945 0.002953 0.00403876 -121929.48586871449
0.02720697 0.01004312 0.00302739 -122005.52118814347
0.02723506 0.0017903 0.01075541 -121997.75319290633
0.02410376 0.00584436 0.00598334 -122031.06334779917
0.02585018 0.00215362 0.00782699 -121974.02033652093
0.02481631 0.01767743 0.00215707 -122021.84760909685
0.02817605 0.00038627 0.00981711 -121836.10586159477
0.02772572 0.0055279 0.0020751 -121914.5296536278
0.02382013 0.00014553 0.009834 -122061.99385050213
0.02561074 0.01045032 0.00669618 -122086.99177507832
0.02566419 0.00051378 0.01521535 -121922.85511045362
0.02414743 0.02225326 0.00035456 -121927.117714578
0.02790647 0.01181614 0.00081891 -121912.72556219909
0.02544705 0.00744085 0.00674644 -122059.00892867605
0.02706174 0.00738489 0.00617815 -122059.18951464967
0.02736711 0.00829606 0.00148527 -121917.06315194195
0.02408409 0.07820459 0.00017862 -122089.05233321684
0.02457493 0.0132403 0.00118498 -121945.66810628779
0.02363594 0.00049111 0.00883311 -121859.29931239971
0.02653452 0.01337955 0.00142297 -121960.09755449233
0.02635998 0.00182122 0.00803025 -121964.03636238273
0.02493482 0.01713421 0.00236929 -122025.69839758561
0.02706216 0.00721104 0.00175975 -121916.79963547054
0.02555738 0.0064685 0.00524373 -122019.25636617409
0.03313417 0.00024966 0.00900083 -121906.15111297298
0.02533609 0.01550686 0.00214242 -122006.34465075385
0.0268604 0.00045925 0.0131744 -121893.83501787383
0.02891619 0.00015449 0.00904943 -121969.18171276194
0.02209039 0.01432227 0.00063806 -121954.25738522594
0.02483616 0.0004606 0.0088543 -121832.16505088288
0.0265291 0.01378167 0.00106354 -121940.67485865547
0.02548958 0.00238874 0.00768321 -121980.51250125043
0.02831112 0.00233438 0.00772149 -121997.3602717453
0.02457234 0.10117806 0.00189414 -122258.15334674898
0.0257188 0.0113121 0.00516117 -122064.01343027549
0.0277598 0.00311608 0.00854677 -122026.94596191723
0.02504991 0.0068938 0.00598456 -122039.07021751138
2.55305895e-02 6.10087402e-02 5.41013554e-05 -121990.41767431947
0.02738198 0.00115484 0.00843773 -121929.99599334023
0.03058109 0.00031456 0.00895575 -121840.17752843697
0.0265729 0.00350625 0.00477973 -121962.36699894744
0.02562732 0.0153517 0.00163326 -121983.65706544904
0.02657245 0.01056827 0.00393581 -122033.01823656616
0.02748617 0.00248036 0.00650915 -121974.35276244806
0.02757004 0.00263666 0.00934544 -122019.42676386016
0.02832241 0.00631327 0.00147615 -121898.31641456144
0.0275177 0.00106635 0.00849184 -121921.22644707194
0.02533476 0.06760626 0.00633865 -122282.73697129363
0.02531358 0.01551886 0.00218178 -122007.9351500812
0.02411093 0.05449689 0.00025317 -122047.75147711727
0.02973013 0.00159226 0.0013941 -121791.64282843855
0.02330121 0.00046048 0.00548055 -121762.52332374394
0.02422479 0.01951699 0.0001379 -121849.00353106452
0.02469699 0.09877141 0.0032606 -122279.9704399053
0.02792972 0.00137483 0.00621056 -121920.11421130325
0.02587298 0.00014772 0.01617291 -122142.63542259121
0.02643565 0.00727824 0.0047671 -122021.53839131906
0.02495127 0.00244001 0.00408766 -121920.56678760126
0.028657 0.00406112 0.00378332 -121968.59191600641
0.02676837 0.00045773 0.01284236 -121889.36752402788
0.02652786 0.01080125 0.00384596 -122032.08449315562
0.02872562 0.00123734 0.0079335 -121945.12081035515
0.02668238 0.0117401 0.00021042 -121790.04616035896
0.02951887 0.0024651 0.00130794 -121819.6315980369
2.36580104e-02 1.39504656e-01 1.08975892e-05 -122031.43523220405
0.02297994 0.00040392 0.00568475 -121770.68956553051
0.02657682 0.04650595 0.00406314 -122213.76946895444
0.02374461 0.02166568 0.001743 -122036.39854598069
0.02630045 0.00656542 0.00824575 -122076.33064588596
0.02354557 0.00046029 0.00599939 -121775.24076921836
0.02820283 0.00095919 0.00732612 -121891.43911952412
0.02758531 0.006365 0.00432632 -122009.1414207488
0.03015061 0.00033702 0.00993307 -121858.80859521707
0.02774125 0.00423208 0.00516592 -121996.48101331115
0.02492712 0.01572476 0.00285741 -122032.77645885364
0.03050855 0.00033057 0.01016574 -121870.15692600267
0.0267407 0.01065108 0.00025477 -121790.1147567482
0.0242385 0.11608879 0.00022794 -122170.61848437774
0.02786713 0.00372661 0.00588604 -122002.10665028889
0.02699302 0.00044632 0.01235956 -121882.07891547424
0.02344816 0.00047543 0.00553588 -121763.67600683913
0.02682337 0.01272123 0.0013966 -121954.60530430872
2.44595998e-02 1.21739254e-01 1.16177031e-04 -122148.96905501767
2.63627741e-02 1.55051385e-02 2.07998225e-05 -121700.0117590318
0.02765028 0.00072495 0.00962501 -121882.21955954215
0.02539076 0.01373676 0.00205692 -121990.14709568837
0.02687579 0.00518751 0.00673561 -122036.31397061859
0.02801918 0.00355225 0.00623549 -122006.4701495936
0.02843697 0.0069352 0.00086671 -121858.53180590423
2.97004307e-02 8.39656806e-03 3.83665396e-05 -121686.75913340924
0.02597095 0.07571844 0.00380761 -122270.41195624172
2.78693630e-02 1.23129379e-02 1.31792301e-05 -121658.4549753319
0.02986717 0.00085659 0.01178229 -121960.48180403537
0.02407502 0.02055761 0.00172374 -122026.53781888979
0.0283386 0.00456738 0.00578772 -122024.78543491485
0.02629362 0.00999279 0.00035047 -121808.40899627941
0.02359283 0.03346191 0.00414671 -122150.57214738741
0.02774926 0.00076691 0.00921319 -121884.36160255557
0.02617786 0.00934309 0.00595721 -122067.0966565662
0.03012725 0.00042059 0.01839282 -121975.1539414985
0.02626933 0.00802893 0.00201185 -121936.48093289029
0.02644954 0.00637793 0.00809102 -122072.70736200665
0.02758284 0.00547039 0.00643814 -122043.46074100668
0.02972046 0.00051027 0.00162029 -121483.68030707403
0.02572845 0.00752269 0.00187839 -121923.11817442214
0.02514384 0.09948669 0.00219484 -122269.40638758661
0.02805886 0.00918499 0.00234516 -121980.12197806056
0.0297738 0.00648011 0.00037229 -121792.74985463273
0.02809449 0.00313412 0.00658775 -122002.67037997884
0.0231984 0.00047404 0.0056918 -121776.86338899125
0.029775 0.00661417 0.00034426 -121787.67949908636
0.0274846 0.01006386 0.00019346 -121769.08821474764
2.55388242e-02 8.46483891e-02 1.15280868e-05 -121969.99192357909
0.02767877 0.00223176 0.00837517 -121994.39744729613
0.0239189 0.01766721 0.00286774 -122049.5044174206
0.0303036 0.00041914 0.01873228 -121980.73163968425
0.02710979 0.00039691 0.00794476 -121784.10597162017
0.02804797 0.00050098 0.00266437 -121565.10032656165
0.02686976 0.00636842 0.00654153 -122050.9791091998
0.02503695 0.00048426 0.00454405 -121688.63817846286
0.02609396 0.0548762 0.00281492 -122204.60138216963
0.02588987 0.00044831 0.00594336 -121729.32058474036
3.01390817e-02 7.50379727e-03 1.69859168e-06 -121583.33184638672
0.02629634 0.00043119 0.00661021 -121747.74353717746
0.02698295 0.0555914 0.00056711 -122135.34824720537
2.77672332e-02 1.17159548e-02 6.10306778e-05 -121735.18551683832
0.02759232 0.00399177 0.00632578 -122013.15734301977
0.02494685 0.00039835 0.02041632 -121977.2789618789
0.02654506 0.00244749 0.00526706 -121944.40780615094
0.02256219 0.00047051 0.00608896 -121812.56317123414
0.03006727 0.00630407 0.00027937 -121766.12595648797
2.31607417e-02 1.24527941e-01 1.66094003e-05 -122023.71812464912
0.02703151 0.00046264 0.01219942 -121880.47764737564
2.81959202e-02 1.16210197e-02 1.15274457e-05 -121649.1299750786
0.02560558 0.03237808 0.00123479 -122067.32462066635
0.02651319 0.00044046 0.00825887 -121799.47688523041
0.02772841 0.01059759 0.0001311 -121763.3210438121
2.53787862e-02 8.90468592e-02 1.15281254e-05 -121976.87449497206
0.02772077 0.00213253 0.00838312 -121991.0763530946
0.02590101 0.00041427 0.00360467 -121606.90249623376
0.0273074 0.01155021 0.0004321 -121851.42703204654
0.02587213 0.00047521 0.00774958 -121794.2526470445
0.02799216 0.00755206 0.00360152 -122007.9574661376
0.02722676 0.00330216 0.00881822 -122029.57302450816
0.02557489 0.07626002 0.00036935 -122145.98589812133
0.02568131 0.00092913 0.01723837 -121979.17791208717
0.02830904 0.00498602 0.00163096 -121885.56804180444
0.02779311 0.01073922 0.00011455 -121760.10902253361
0.02736963 0.00369357 0.0024673 -121896.64171356529
0.02766445 0.00072747 0.00967377 -121883.56683372575
0.02397294 0.01775456 0.00267778 -122043.9709502017
0.02665798 0.00035296 0.0027817 -121530.11210708767
0.02795427 0.00666791 0.00440478 -122020.13444049924
0.02933996 0.00889381 0.00029068 -121804.53842694132
2.12613330e-02 1.56380312e-01 2.06679184e-05 -122065.53601659497
0.02679925 0.00046516 0.01130797 -121866.58992416004
0.02780271 0.01076024 0.0001121 -121759.5007733006
0.02853736 0.00080827 0.01137796 -121928.70164427212
0.02589909 0.02219565 0.00029332 -121907.00143418105
0.0266847 0.00037418 0.00439434 -121637.5505048759
2.62467356e-02 6.15437297e-02 4.29752576e-05 -121987.02293935124
0.02635041 0.00086628 0.01482091 -121955.2500685654
0.02553137 0.01293521 0.00210636 -121986.02586946137
0.02839267 0.00804516 0.00115921 -121902.05313995841
0.02797004 0.00699111 0.00411811 -122016.51631530924
0.02666213 0.0027202 0.00309717 -121894.95607947645
2.56125718e-02 7.18642484e-02 6.92118972e-05 -122038.10027887249
0.02988295 0.00051278 0.00108143 -121415.99769988577
0.02782526 0.00074235 0.00998772 -121892.2664394855
0.02623255 0.01259794 0.00138672 -121949.63987505622
0.02740134 0.00664233 0.0045903 -122017.8236946646
2.22272149e-02 1.40182834e-01 1.86040923e-05 -122043.28095466606
0.02682097 0.00048241 0.0126187 -121887.4998912967
0.02766959 0.00083283 0.00958032 -121901.82767580832
0.02593758 0.01552333 0.00032343 -121861.01053166676
0.02809022 0.00137636 0.00012487 -121486.21965966976
0.02987954 0.00041961 0.00109582 -121376.62995270084
0.02350473 0.00034243 0.00155268 -121478.65349499334
0.02576405 0.04560517 0.0001877 -122005.77016267597
0.02660135 0.00154547 0.00258846 -121827.34209896091
0.0276851 0.0011507 0.00929837 -121943.0913085581
2.61926373e-02 2.04473791e-05 3.64492100e-03 -123028.4714992754
0.0256716 0.06163236 0.00011538 -122041.18163412565
0.02830298 0.00092106 0.0084677 -121905.64557168704
2.99750515e-02 7.01323854e-03 1.15594161e-05 -121607.29954712543
0.02708951 0.00278361 0.00896031 -122014.77864810431
0.02600614 0.00363899 0.00037705 -121697.1803605612
0.02668163 0.0004295 0.01153013 -121868.49204466135
0.02761395 0.00103604 0.00100836 -121636.32123836908
0.02592652 0.00616491 0.00075707 -121817.44553783486
0.02663481 0.00033456 0.00138334 -121394.9620005137
0.02421063 0.00050159 0.00133288 -121479.57400206945
2.77571543e-02 4.74478258e-02 6.78812062e-06 -121878.23401151423
0.02792094 0.00598486 0.00501063 -122025.62180149481
0.02519532 0.00068344 0.0005124 -121385.87171644846
0.02650718 0.00025901 0.01383804 -121932.54356733582
0.02412212 0.00046696 0.00117277 -121446.72474832933
0.02756998 0.00058349 0.01179252 -121888.92047812653
2.99594098e-02 6.96645948e-03 1.24997319e-05 -121608.9622181475
2.87968261e-02 1.03478043e-02 8.48795774e-06 -121631.10694267105
0.02866284 0.0004639 0.01836323 -121954.42171617059
0.02579047 0.00037905 0.00131258 -121402.24712581474
2.79044008e-02 1.22386988e-02 1.30020025e-05 -121657.46599112147
0.02868407 0.00351952 0.00568859 -122004.73591907178
0.02803951 0.00129906 0.00126233 -121726.6727480188
0.02642223 0.00044804 0.00114203 -121393.12874262466
0.02877281 0.02494278 0.00052794 -122007.37251473662
0.02673807 0.00482328 0.00029654 -121702.70520702325
0.02760991 0.00217362 0.00856365 -121993.78333703846
0.03126888 0.00034136 0.00126886 -121398.70861631302
0.02741697 0.03547067 0.00029609 -122006.77201460474
0.02609633 0.00026667 0.00134077 -121406.740591034
0.022498 0.00083536 0.00017645 -121371.04699224813
0.02710995 0.00055936 0.01072111 -121868.00620046449
0.02710894 0.00027716 0.00152166 -121413.79929629524
2.76910835e-02 4.98055212e-02 6.68009647e-06 -121886.76843564135
2.96567945e-02 8.52568040e-03 4.13808587e-06 -121602.11686618227
2.88336389e-02 3.59965992e-03 8.01764795e-05 -121617.74831931198
0.02938278 0.00040659 0.00113983 -121374.87830291611
0.02868682 0.00095744 0.01669556 -121995.60338447618
0.0263094 0.00050828 0.00101395 -121400.89331855776
0.0275879 0.00069825 0.00905738 -121866.89851931552
0.02993108 0.00555192 0.00031471 -121758.73418669075
2.21445436e-02 8.78146513e-04 7.33317745e-05 -121308.66095008934
0.02666633 0.00034658 0.00163707 -121424.83096950516
0.02963967 0.00281724 0.00075325 -121772.1622175485
0.02720418 0.00297153 0.00102127 -121781.26230014462
0.02564136 0.00052656 0.00094694 -121406.698534723
0.0267109 0.00046115 0.00892583 -121818.67729610701
0.02773908 0.04245615 0.00097316 -122127.68412512737
0.02872169 0.00974806 0.0005709 -121868.636265937
0.02643661 0.00095437 0.0011298 -121624.5324109302
0.02781827 0.00253708 0.00733302 -121992.66062970855
3.02376233e-02 7.29500471e-03 1.20015089e-06 -121579.197589957
0.02708743 0.00056295 0.00898231 -121836.47888329616
0.03080208 0.00038671 0.00113878 -121382.8028576966
2.66081181e-02 6.60479566e-02 9.37665524e-06 -121933.5127072895
2.85537761e-02 7.26189527e-03 4.85190530e-05 -121663.51750612719
0.02688216 0.00046892 0.01354349 -121898.8512510719
0.02771502 0.00072554 0.00992064 -121887.3480444619
0.02930235 0.00177116 0.00098454 -121756.80080203078
0.02732643 0.02936702 0.00053507 -122014.36774344895
0.02905812 0.00039808 0.0011686 -121374.49552338285
2.88094652e-02 1.04004970e-02 2.45454398e-06 -121608.84667752634
0.0267249 0.00046493 0.00892793 -121819.203495387
0.02740671 0.00390747 0.00089319 -121791.58954677213
0.02625096 0.00035273 0.00124647 -121383.21531952638
0.02854638 0.00010314 0.00194102 -121779.49397019009
0.02732873 0.02820745 0.00365901 -122144.2883435646
0.02792916 0.00623114 0.00374563 -121994.42573849115
3.00055002e-02 7.11095840e-03 3.26900740e-06 -121580.19519084484
